0	0.026666	0.019451	1363474	70.0979
1	0.049402	0.033236	2726796	99.9028
2	0.068913	0.046478	4089025	103.51
3	0.092154	0.06083	5445794	94.9775
4	0.109153	0.072871	6807176	113.682
5	0.125896	0.084921	8171742	113.787
6	0.142493	0.09572	9536560	127.063
7	0.159257	0.10795	10895964	111.68
8	0.175853	0.118568	12259290	129.113
9	0.192439	0.129117	13623267	130.011
10	0.20904	0.139666	14987223	129.998
11	0.225665	0.150277	16351180	129.233
12	0.242264	0.160851	17715343	129.706
13	0.258984	0.172531	19077196	117.166
14	0.275572	0.183155	20441053	129.089
15	0.29217	0.193701	21805243	130.043
16	0.308762	0.204259	23169399	129.904
17	0.325359	0.214811	24533517	129.987
18	0.341954	0.225368	25897738	129.922
19	0.358634	0.236426	27262011	124.01
20	0.375228	0.247074	28626143	128.835
21	0.391826	0.25763	29990673	129.964
22	0.408422	0.268185	31354450	129.904
23	0.425016	0.278734	32718405	129.984
24	0.441622	0.289301	34081971	129.748
25	0.458316	0.300219	35445376	125.586
26	0.474901	0.310852	36809981	129.049
27	0.491489	0.3214	38173623	129.966
28	0.508088	0.331945	39537421	130.043
29	0.524689	0.342498	40901071	129.93
30	0.54128	0.353052	42264937	129.938
31	0.557586	0.367988	43629317	91.7021
32	0.572294	0.382684	44996430	93.4505
33	0.587286	0.397676	46363249	91.5093
34	0.601949	0.412338	47730615	93.6212
35	0.616618	0.427007	49097556	93.5215
36	0.631284	0.441672	50464949	93.5713
37	0.645942	0.45633	51832013	93.6
38	0.667988	0.473534	53199277	79.7122
39	0.682864	0.48813	54566605	94.0887
40	0.697516	0.502781	55934108	93.675
41	0.712182	0.517447	57301938	93.6008
42	0.726867	0.532131	58669152	93.4443
43	0.741527	0.54679	60036478	93.6048
44	0.756221	0.561436	61404141	93.7116
45	0.770978	0.576183	62771086	93.0506
46	0.785632	0.590836	64138279	93.6476
47	0.800284	0.605488	65505406	93.636
48	0.814951	0.620155	66872718	93.5593
49	0.829613	0.634816	68239958	93.5925
50	0.844289	0.649479	69607569	93.6051
51	0.85908	0.664214	70975475	93.1541
52	0.873975	0.679002	72342292	93.3473
53	0.888668	0.693685	73709484	93.5122
54	0.903332	0.708349	75076420	93.5592
55	0.917984	0.723	76443796	93.6598
56	0.932655	0.73767	77810998	93.5259
57	0.94732	0.752335	79178419	93.5792
58	0.962075	0.767046	80546011	93.2845
59	0.976855	0.781816	81912587	92.8735
60	0.991525	0.796486	83279890	93.5456
61	1.00618	0.811129	84647079	93.7045
62	1.02084	0.825791	86014248	93.5816
63	1.0358	0.840385	87381175	94.0025
64	1.05144	0.854685	88746389	95.8492
65	1.06621	0.869404	90113827	93.3056
66	1.08088	0.884065	91480964	93.624
67	1.09554	0.898726	92848537	93.6284
68	1.11021	0.913391	94216233	93.5917
69	1.12487	0.928038	95583260	93.6548
70	1.13953	0.942698	96950749	93.5965
71	1.15419	0.957357	98318048	93.6159
72	1.16895	0.972075	99685410	93.2374
73	1.18396	0.98708	101052308	91.4592
74	1.19863	1.00175	102419837	93.5937
75	1.21328	1.01637	103787240	93.8413
76	1.22796	1.03104	105154310	93.4788
77	1.24262	1.0457	106521751	93.6451
78	1.2573	1.06038	107889001	93.4336
79	1.2721	1.07513	109255795	93.2241
80	1.28678	1.0898	110623321	93.6188
81	1.30144	1.10446	111990630	93.6104
82	1.31611	1.11912	113357858	93.5667
83	1.33077	1.13378	114724995	93.5598
84	1.34543	1.14844	116092657	93.6602
85	1.36025	1.1631	117459856	93.5388
86	1.37498	1.17783	118826939	93.1735
87	1.38964	1.19249	120194195	93.6192
88	1.4043	1.20715	121561474	93.5823
89	1.41897	1.22181	122929109	93.6131
90	1.43363	1.23647	124296414	93.598
91	1.44829	1.25114	125663577	93.5424
92	1.4631	1.26589	127031275	93.0379
93	1.47786	1.28059	128397994	93.6469
94	1.49253	1.29527	129765072	93.5049
95	1.5072	1.30993	131132494	93.5989
96	1.52185	1.32458	132500024	93.6508
97	1.53651	1.33924	133867568	93.5883
98	1.55118	1.35391	135234859	93.5832
99	1.56592	1.3686	136602574	93.3948
