0	0.005435	0.004535	9727	2.14487
1	0.00592	0.004919	19666	45.412
2	0.006221	0.005183	29491	47.0865
3	0.006486	0.005439	39318	46.8469
4	0.007363	0.006317	49190	11.7036
5	0.007616	0.006569	59029	47.1538
6	0.007854	0.006807	68876	47.3961
7	0.008092	0.007045	78689	47.2319
8	0.008329	0.007282	88513	47.4903
9	0.008584	0.007536	98325	43.8386
10	0.008826	0.007778	108139	47.4417
11	0.009063	0.008016	117969	47.5194
12	0.0093	0.008253	127785	47.2222
13	0.009537	0.00849	137593	47.1836
14	0.009774	0.008727	147437	47.5874
15	0.010011	0.008964	157279	47.3478
16	0.010248	0.009201	167123	47.5874
17	0.010485	0.009437	176973	47.6117
18	0.010722	0.009675	186813	47.3575
19	0.010959	0.009912	196654	47.343
20	0.011195	0.010148	206478	47.4903
21	0.011433	0.010385	216318	47.3623
22	0.011669	0.010622	226154	47.3092
23	0.011905	0.010858	235998	47.3768
24	0.012141	0.011094	245807	47.4369
25	0.012378	0.011331	255642	47.314
26	0.013108	0.012061	265384	13.8786
27	0.013346	0.012299	275247	50.1378
28	0.01357	0.012523	285074	50.4897
29	0.016975	0.015929	294835	2.87892
30	0.017274	0.016226	304736	46.0093
31	0.017514	0.016466	314544	48.1872
32	0.017746	0.016698	324385	49.4899
33	0.017974	0.016926	334199	49.3586
34	0.0182	0.017152	344028	50.1949
35	0.018423	0.017376	353843	50.1487
36	0.018671	0.017623	363655	44.6575
37	0.018921	0.017873	373475	47.9314
38	0.01915	0.018102	383303	50.4742
39	0.019373	0.018325	393140	50.5206
40	0.019596	0.018548	402980	50.5619
41	0.019818	0.01877	412798	50.4227
42	0.02004	0.018992	422640	50.5464
43	0.020262	0.019214	432484	50.8135
44	0.020483	0.019435	442320	50.8031
45	0.02072	0.019672	452139	46.8804
46	0.020946	0.019898	461999	50.6392
47	0.023528	0.020128	471755	48.3532
48	0.024428	0.021029	481610	11.5595
49	0.024708	0.021308	491469	43.68
50	0.024929	0.021529	501275	53.1522
51	0.025141	0.021741	511092	53.4426
52	0.02535	0.02195	520915	53.7473
53	0.025559	0.022159	530763	53.5902
54	0.025769	0.022369	540581	53.4536
55	0.025978	0.022578	550403	53.4481
56	0.026187	0.022787	560222	53.459
57	0.026396	0.022996	570047	53.5191
58	0.026605	0.023205	579879	53.8242
59	0.026814	0.023413	589744	53.978
60	0.027022	0.023622	599586	53.5792
61	0.027231	0.023831	609429	53.8571
62	0.027439	0.024038	619250	54.0608
63	0.027647	0.024246	629083	53.8571
64	0.027855	0.024455	638907	53.4863
65	0.028063	0.024663	648749	53.8517
66	0.028272	0.024872	658586	53.8242
67	0.02848	0.02508	668396	53.6758
68	0.028696	0.025295	678211	51.7143
69	0.028907	0.025507	688043	53.8242
70	0.029116	0.025716	697895	53.9066
71	0.029325	0.025924	707742	54.2044
72	0.029535	0.026134	717572	53.8132
73	0.029743	0.026343	727388	53.7363
74	0.029952	0.026552	737215	53.7692
75	0.030161	0.02676	747025	53.6703
76	0.033616	0.030188	756757	2.85093
77	0.033903	0.030474	766631	47.6715
78	0.034134	0.030704	776486	51.6789
79	0.034353	0.030923	786328	52.973
80	0.034571	0.031142	796182	52.1968
81	0.034797	0.031368	806008	50.9896
82	0.035024	0.031595	815839	51.2775
83	0.035259	0.031829	825651	50.1333
84	0.035493	0.032063	835487	52.4332
85	0.035715	0.032286	845339	51.6632
86	0.035953	0.032523	855195	49.8477
87	0.036219	0.032789	864999	50.0667
88	0.036434	0.033005	874873	53.7814
89	0.036669	0.033239	884706	47.3285
90	0.036872	0.033442	894534	56.6012
91	0.03707	0.033641	904372	56.7168
92	0.037268	0.033838	914216	56.9884
93	0.037466	0.034036	924062	57.0058
94	0.037662	0.034232	933876	56.907
95	0.037859	0.03443	943689	56.5087
96	0.038057	0.034627	953519	56.9419
97	0.038254	0.034824	963352	56.9302
98	0.038451	0.035021	973177	56.9128
99	0.038648	0.035218	983015	56.9884
