set contour 
set terminal gif animate 
set out 'anim.gif' 
splot '-' w pm3d 
0.5 1.9 10.3871
0.5 2 0

0.6 0 0
0.6 0.1 7.6562
0.6 0.2 14.7701
0.6 0.3 20.9622
0.6 0.4 26.087
0.6 0.5 30.1629
0.6 0.6 33.2903
0.6 0.7 35.5925
0.6 0.8 37.1815
0.6 0.9 38.1416
0.6 1 38.522
0.6 1.1 38.3349
0.6 1.2 37.5548
0.6 1.3 36.1192
0.6 1.4 33.9316
0.6 1.5 30.8686
0.6 1.6 26.7969
0.6 1.7 21.6081
0.6 1.8 15.2779
0.6 1.9 7.94872
0.6 2 0

0.7 0 0
0.7 0.1 5.86344
0.7 0.2 11.4083
0.7 0.3 16.3673
0.7 0.4 20.5985
0.7 0.5 24.0652
0.7 0.6 26.7973
0.7 0.7 28.8548
0.7 0.8 30.3016
0.7 0.9 31.1896
0.7 1 31.5499
0.7 1.1 31.3887
0.7 1.2 30.6861
0.7 1.3 29.3974
0.7 1.4 27.4579
0.7 1.5 24.7919
0.7 1.6 21.3293
0.7 1.7 17.032
0.7 1.8 11.9308
0.7 1.9 6.16427
0.7 2 0

0.8 0 0
0.8 0.1 4.51344
0.8 0.2 8.83344
0.8 0.3 12.7712
0.8 0.4 16.2071
0.8 0.5 19.0874
0.8 0.6 21.4066
0.8 0.7 23.1865
0.8 0.8 24.4584
0.8 0.9 25.2507
0.8 1 25.5803
0.8 1.1 25.4486
0.8 1.2 24.8405
0.8 1.3 23.7255
0.8 1.4 22.0628
0.8 1.5 19.8091
0.8 1.6 16.9327
0.8 1.7 13.431
0.8 1.8 9.35181
0.8 1.9 4.81184
0.8 2 0

0.9 0 0
0.9 0.1 3.47743
0.9 0.2 6.83547
0.9 0.3 9.93947
0.9 0.4 12.694
0.9 0.5 15.0447
0.9 0.6 16.9704
0.9 0.7 18.4717
0.9 0.8 19.5598
0.9 0.9 20.2468
0.9 1 20.54
0.9 1.1 20.4375
0.9 1.2 19.9278
0.9 1.3 18.9909
0.9 1.4 17.6022
0.9 1.5 15.7395
0.9 1.6 13.3925
0.9 1.7 10.5743
0.9 1.8 7.33409
0.9 1.9 3.76434
0.9 2 0

1 0 0
1 0.1 2.67424
1 0.2 5.27465
1 0.3 7.70417
1 0.4 9.88859
1 0.5 11.7792
1 0.6 13.3499
1 0.7 14.5907
1 0.8 15.501
1 0.9 16.0832
1 1 16.3381
1 1.1 16.2619
1 1.2 15.8459
1 1.3 15.0771
1 1.4 13.9417
1 1.5 12.4299
1 1.6 10.5424
1 1.7 8.29832
1 1.8 5.74114
1 1.9 2.94256
1 2 0

1.1 0 0
1.1 0.1 2.04871
1.1 0.2 4.05225
1.1 0.3 5.94007
1.1 0.4 7.65518
1.1 0.5 9.15661
1.1 0.6 10.4184
1.1 0.7 11.4264
1.1 0.8 12.1738
1.1 0.9 12.6576
1.1 1 12.8748
1.1 1.1 12.8207
1.1 1.2 12.4887
1.1 1.3 11.8705
1.1 1.4 10.9587
1.1 1.5 9.75045
1.1 1.6 8.2518
1.1 1.7 6.48206
1.1 1.8 4.47764
1.1 1.9 2.29331
1.1 2 0

1.2 0 0
1.2 0.1 1.56099
1.2 0.2 3.09499
1.2 0.3 4.55046
1.2 0.4 5.884
1.2 0.5 7.06232
1.2 0.6 8.06212
1.2 0.7 8.86839
1.2 0.8 9.47197
1.2 0.9 9.86698
1.2 1 10.0487
1.2 1.1 10.0124
1.2 1.2 9.75255
1.2 1.3 9.26403
1.2 1.4 8.54335
1.2 1.5 7.59117
1.2 1.6 6.41519
1.2 1.7 5.03287
1.2 1.8 3.4735
1.2 1.9 1.77855
1.2 2 0

1.3 0 0
1.3 0.1 1.1809
1.3 0.2 2.3463
1.3 0.3 3.45847
1.3 0.4 4.48462
1.3 0.5 5.39837
1.3 0.6 6.17994
1.3 0.7 6.81537
1.3 0.8 7.29506
1.3 0.9 7.61225
1.3 1 7.76166
1.3 1.1 7.73864
1.3 1.2 7.53895
1.3 1.3 7.15925
1.3 1.4 6.59814
1.3 1.5 5.85785
1.3 1.6 4.94601
1.3 1.7 3.87738
1.3 1.8 2.67488
1.3 1.9 1.3697
1.3 2 0

1.4 0 0
1.4 0.1 0.884783
1.4 0.2 1.76119
1.4 0.3 2.60167
1.4 0.4 3.38169
1.4 0.5 4.08078
1.4 0.6 4.68281
1.4 0.7 5.17568
1.4 0.8 5.55052
1.4 0.9 5.80072
1.4 1 5.92117
1.4 1.1 5.9077
1.4 1.2 5.75695
1.4 1.3 5.46672
1.4 1.4 5.03669
1.4 1.5 4.46951
1.4 1.6 3.77195
1.4 1.7 2.9559
1.4 1.8 2.03894
1.4 1.9 1.04432
1.4 2 0

1.5 0 0
1.5 0.1 0.653591
1.5 0.2 1.30308
1.5 0.3 1.92853
1.5 0.4 2.51182
1.5 0.5 3.0374
1.5 0.6 3.49259
1.5 0.7 3.86746
1.5 0.8 4.15437
1.5 0.9 4.34751
1.5 1 4.44233
1.5 1.1 4.43528
1.5 1.2 4.32372
1.5 1.3 4.10617
1.5 1.4 3.78281
1.5 1.5 3.35614
1.5 1.6 2.83174
1.5 1.7 2.21883
1.5 1.8 1.53065
1.5 1.9 0.784262
1.5 2 0

1.6 0 0
1.6 0.1 0.471703
1.6 0.2 0.941719
1.6 0.3 1.39589
1.6 0.4 1.82113
1.6 0.5 2.20598
1.6 0.6 2.54084
1.6 0.7 2.81795
1.6 0.8 3.03119
1.6 0.9 3.17576
1.6 1 3.24794
1.6 1.1 3.24485
1.6 1.2 3.16447
1.6 1.3 3.00581
1.6 1.4 2.7692
1.6 1.5 2.45674
1.6 1.6 2.07276
1.6 1.7 1.62417
1.6 1.8 1.12062
1.6 1.9 0.5744
1.6 2 0

1.7 0 0
1.7 0.1 0.326038
1.7 0.2 0.65161
1.7 0.3 0.967045
1.7 0.4 1.2633
1.7 0.5 1.53234
1.7 0.6 1.76727
1.7 0.7 1.96243
1.7 0.8 2.11324
1.7 0.9 2.21607
1.7 1 2.26808
1.7 1.1 2.26713
1.7 1.2 2.21174
1.7 1.3 2.10125
1.7 1.4 1.936
1.7 1.5 1.71759
1.7 1.6 1.44917
1.7 1.7 1.13563
1.7 1.8 0.783692
1.7 1.9 0.401837
1.7 2 0

1.8 0 0
1.8 0.1 0.205369
1.8 0.2 0.410754
1.8 0.3 0.610118
1.8 0.4 0.79777
1.8 0.5 0.968584
1.8 0.6 1.11813
1.8 0.7 1.24268
1.8 0.8 1.33921
1.8 0.9 1.4053
1.8 1 1.43902
1.8 1.1 1.43895
1.8 1.2 1.40414
1.8 1.3 1.33418
1.8 1.4 1.22932
1.8 1.5 1.09065
1.8 1.6 0.920215
1.8 1.7 0.721155
1.8 1.8 0.497732
1.8 1.9 0.255272
1.8 2 0

1.9 0 0
1.9 0.1 0.0997496
1.9 0.2 0.199586
1.9 0.3 0.296595
1.9 0.4 0.388015
1.9 0.5 0.471342
1.9 0.6 0.544395
1.9 0.7 0.605329
1.9 0.8 0.652627
1.9 0.9 0.685068
1.9 1 0.70169
1.9 1.1 0.701778
1.9 1.2 0.684862
1.9 1.3 0.650752
1.9 1.4 0.599591
1.9 1.5 0.531927
1.9 1.6 0.44878
1.9 1.7 0.35169
1.9 1.8 0.242736
1.9 1.9 0.124502
1.9 2 0

2 0 0
2 0.1 0
2 0.2 0
2 0.3 0
2 0.4 0
2 0.5 0
2 0.6 0
2 0.7 0
2 0.8 0
2 0.9 0
2 1 0
2 1.1 0
2 1.2 0
2 1.3 0
2 1.4 0
2 1.5 0
2 1.6 0
2 1.7 0
2 1.8 0
2 1.9 0
2 2 0

e
splot '-' w pm3d 
0 0 100
0 0.1 100
0 0.2 100
0 0.3 100
0 0.4 100
0 0.5 100
0 0.6 100
0 0.7 100
0 0.8 100
0 0.9 100
0 1 100
0 1.1 100
0 1.2 100
0 1.3 100
0 1.4 100
0 1.5 100
0 1.6 100
0 1.7 100
0 1.8 100
0 1.9 100
0 2 100

0.1 0 0
0.1 0.1 49.4097
0.1 0.2 68.5976
0.1 0.3 77.3308
0.1 0.4 81.8728
0.1 0.5 84.4768
0.1 0.6 86.0647
0.1 0.7 87.0597
0.1 0.8 87.6738
0.1 0.9 88.0167
0.1 1 88.1412
0.1 1.1 88.0623
0.1 1.2 87.7619
0.1 1.3 87.1841
0.1 1.4 86.2162
0.1 1.5 84.6437
0.1 1.6 82.0408
0.1 1.7 77.4838
0.1 1.8 68.718
0.1 1.9 49.4792
0.1 2 0

0.2 0 0
0.2 0.1 29.0807
0.2 0.2 47.7165
0.2 0.3 58.9437
0.2 0.4 65.7966
0.2 0.5 70.101
0.2 0.6 72.8681
0.2 0.7 74.6575
0.2 0.8 75.7827
0.2 0.9 76.4181
0.2 1 76.6509
0.2 1.1 76.5056
0.2 1.2 75.9518
0.2 1.3 74.8961
0.2 1.4 73.1588
0.2 1.5 70.421
0.2 1.6 66.1187
0.2 1.7 59.237
0.2 1.8 47.9472
0.2 1.9 29.2137
0.2 2 0

0.3 0 0
0.3 0.1 19.2616
0.3 0.2 34.3516
0.3 0.3 45.0776
0.3 0.4 52.4492
0.3 0.5 57.4716
0.3 0.6 60.8815
0.3 0.7 63.1681
0.3 0.8 64.6408
0.3 0.9 65.4854
0.3 1 65.799
0.3 1.1 65.6092
0.3 1.2 64.8799
0.3 1.3 63.5056
0.3 1.4 61.2925
0.3 1.5 57.924
0.3 1.6 52.9044
0.3 1.7 45.4919
0.3 1.8 34.6775
0.3 1.9 19.4495
0.3 2 0

0.4 0 0
0.4 0.1 13.701
0.4 0.2 25.4925
0.4 0.3 34.7578
0.4 0.4 41.6871
0.4 0.5 46.728
0.4 0.6 50.3216
0.4 0.7 52.8176
0.4 0.8 54.4655
0.4 0.9 55.4268
0.4 1 55.7901
0.4 1.1 55.58
0.4 1.2 54.7612
0.4 1.3 53.2349
0.4 1.4 50.8297
0.4 1.5 47.2873
0.4 1.6 42.2498
0.4 1.7 35.2698
0.4 1.8 25.895
0.4 1.9 13.9329
0.4 2 0

0.5 0 0
0.5 0.1 10.1527
0.5 0.2 19.3274
0.5 0.3 27.0008
0.5 0.4 33.0919
0.5 0.5 37.7542
0.5 0.6 41.2164
0.5 0.7 43.6981
0.5 0.8 45.3752
0.5 0.9 46.3708
0.5 1 46.7546
0.5 1.1 46.5455
0.5 1.2 45.7126
0.5 1.3 44.1742
0.5 1.4 41.7961
0.5 1.5 38.392
0.5 1.6 33.7334
0.5 1.7 27.5844
0.5 1.8 19.7861
0.5 1.9 10.4169
0.5 2 0

0.6 0 0
0.6 0.1 7.69656
0.6 0.2 14.8486
0.6 0.3 21.0759
0.6 0.4 26.2323
0.6 0.5 30.3355
0.6 0.6 33.4854
0.6 0.7 35.805
0.6 0.8 37.4058
0.6 0.9 38.3721
0.6 1 38.7529
0.6 1.1 38.5605
0.6 1.2 37.7696
0.6 1.3 36.3182
0.6 1.4 34.1102
0.6 1.5 31.0227
0.6 1.6 26.9234
0.6 1.7 21.7044
0.6 1.8 15.3425
0.6 1.9 7.98093
0.6 2 0

0.7 0 0
0.7 0.1 5.90459
0.7 0.2 11.4885
0.7 0.3 16.4835
0.7 0.4 20.747
0.7 0.5 24.2418
0.7 0.6 26.9972
0.7 0.7 29.0725
0.7 0.8 30.5316
0.7 0.9 31.4261
0.7 1 31.787
0.7 1.1 31.6205
0.7 1.2 30.907
0.7 1.3 29.6022
0.7 1.4 27.6417
0.7 1.5 24.9507
0.7 1.6 21.4597
0.7 1.7 17.1315
0.7 1.8 11.9975
0.7 1.9 6.19757
0.7 2 0

0.8 0 0
0.8 0.1 4.55386
0.8 0.2 8.91226
0.8 0.3 12.8856
0.8 0.4 16.3535
0.8 0.5 19.2617
0.8 0.6 21.6039
0.8 0.7 23.4017
0.8 0.8 24.6859
0.8 0.9 25.4848
0.8 1 25.8151
0.8 1.1 25.6784
0.8 1.2 25.0597
0.8 1.3 23.9289
0.8 1.4 22.2455
0.8 1.5 19.9671
0.8 1.6 17.0626
0.8 1.7 13.53
0.8 1.8 9.41837
0.8 1.9 4.84507
0.8 2 0

0.9 0 0
0.9 0.1 3.51589
0.9 0.2 6.91057
0.9 0.3 10.0486
0.9 0.4 12.8339
0.9 0.5 15.2113
0.9 0.6 17.1592
0.9 0.7 18.6779
0.9 0.8 19.7779
0.9 0.9 20.4715
0.9 1 20.7655
0.9 1.1 20.6584
0.9 1.2 20.1387
0.9 1.3 19.1867
0.9 1.4 17.7784
0.9 1.5 15.892
0.9 1.6 13.5178
0.9 1.7 10.6701
0.9 1.8 7.39848
0.9 1.9 3.79653
0.9 2 0

1 0 0
1 0.1 2.70981
1 0.2 5.3442
1 0.3 7.80536
1 0.4 10.0184
1 0.5 11.9341
1 0.6 13.5256
1 0.7 14.7827
1 0.8 15.7044
1 0.9 16.2929
1 1 16.5488
1 1.1 16.4685
1 1.2 16.0432
1 1.3 15.2605
1 1.4 14.1069
1 1.5 12.5729
1 1.6 10.6602
1 1.7 8.38837
1 1.8 5.80177
1 1.9 2.9729
1 2 0

1.1 0 0
1.1 0.1 2.08076
1.1 0.2 4.115
1.1 0.3 6.0315
1.1 0.4 7.77263
1.1 0.5 9.29685
1.1 0.6 10.5777
1.1 0.7 11.6007
1.1 0.8 12.3587
1.1 0.9 12.8483
1.1 1 13.0666
1.1 1.1 13.009
1.1 1.2 12.6688
1.1 1.3 12.038
1.1 1.4 11.1097
1.1 1.5 9.88139
1.1 1.6 8.35971
1.1 1.7 6.56465
1.1 1.8 4.53331
1.1 1.9 2.32119
1.1 2 0

1.2 0 0
1.2 0.1 1.58916
1.2 0.2 3.15023
1.2 0.3 4.63105
1.2 0.4 5.98765
1.2 0.5 7.18625
1.2 0.6 8.20308
1.2 0.7 9.02277
1.2 0.8 9.63587
1.2 0.9 10.0363
1.2 1 10.2192
1.2 1.1 10.1799
1.2 1.2 9.91292
1.2 1.3 9.41338
1.2 1.4 8.67809
1.2 1.5 7.70813
1.2 1.6 6.51168
1.2 1.7 5.1068
1.2 1.8 3.52338
1.2 1.9 1.80357
1.2 2 0

1.3 0 0
1.3 0.1 1.20506
1.3 0.2 2.39374
1.3 0.3 3.52777
1.3 0.4 4.57387
1.3 0.5 5.50521
1.3 0.6 6.30162
1.3 0.7 6.94878
1.3 0.8 7.43685
1.3 0.9 7.75888
1.3 1 7.90948
1.3 1.1 7.884
1.3 1.2 7.67828
1.3 1.3 7.28913
1.3 1.4 6.71544
1.3 1.5 5.95977
1.3 1.6 5.0302
1.3 1.7 3.94194
1.3 1.8 2.71849
1.3 1.9 1.3916
1.3 2 0

1.4 0 0
1.4 0.1 0.904959
1.4 0.2 1.80086
1.4 0.3 2.65971
1.4 0.4 3.45654
1.4 0.5 4.17049
1.4 0.6 4.7851
1.4 0.7 5.28796
1.4 0.8 5.66998
1.4 0.9 5.92438
1.4 1 6.04597
1.4 1.1 6.03055
1.4 1.2 5.87482
1.4 1.3 5.5767
1.4 1.4 5.13612
1.4 1.5 4.556
1.4 1.6 3.84346
1.4 1.7 3.01079
1.4 1.8 2.07606
1.4 1.9 1.06298
1.4 2 0

1.5 0 0
1.5 0.1 0.669935
1.5 0.2 1.33526
1.5 0.3 1.97567
1.5 0.4 2.57269
1.5 0.5 3.11044
1.5 0.6 3.57596
1.5 0.7 3.95906
1.5 0.8 4.25193
1.5 0.9 4.4486
1.5 1 4.54445
1.5 1.1 4.53589
1.5 1.2 4.42034
1.5 1.3 4.19641
1.5 1.4 3.86447
1.5 1.5 3.42724
1.5 1.6 2.89057
1.5 1.7 2.26405
1.5 1.8 1.56125
1.5 1.9 0.799657
1.5 2 0

1.6 0 0
1.6 0.1 0.484423
1.6 0.2 0.966795
1.6 0.3 1.43266
1.6 0.4 1.86866
1.6 0.5 2.26307
1.6 0.6 2.60606
1.6 0.7 2.88968
1.6 0.8 3.10765
1.6 0.9 3.25507
1.6 1 3.32811
1.6 1.1 3.3239
1.6 1.2 3.24045
1.6 1.3 3.07683
1.6 1.4 2.83351
1.6 1.5 2.51277
1.6 1.6 2.11917
1.6 1.7 1.65987
1.6 1.8 1.1448
1.6 1.9 0.586574
1.6 2 0

1.7 0 0
1.7 0.1 0.33535
1.7 0.2 0.669986
1.7 0.3 0.994017
1.7 0.4 1.2982
1.7 0.5 1.57428
1.7 0.6 1.81522
1.7 0.7 2.01521
1.7 0.8 2.16954
1.7 0.9 2.2745
1.7 1 2.32719
1.7 1.1 2.32545
1.7 1.2 2.26782
1.7 1.3 2.15371
1.7 1.4 1.98353
1.7 1.5 1.75903
1.7 1.6 1.48351
1.7 1.7 1.16206
1.7 1.8 0.801607
1.7 1.9 0.410863
1.7 2 0

1.8 0 0
1.8 0.1 0.211463
1.8 0.2 0.422788
1.8 0.3 0.627793
1.8 0.4 0.820647
1.8 0.5 0.996098
1.8 0.6 1.1496
1.8 0.7 1.27734
1.8 0.8 1.3762
1.8 0.9 1.4437
1.8 1 1.47788
1.8 1.1 1.47731
1.8 1.2 1.44104
1.8 1.3 1.3687
1.8 1.4 1.26062
1.8 1.5 1.11795
1.8 1.6 0.942848
1.8 1.7 0.738582
1.8 1.8 0.509549
1.8 1.9 0.261229
1.8 2 0

1.9 0 0
1.9 0.1 0.102762
1.9 0.2 0.205536
1.9 0.3 0.305336
1.9 0.4 0.399331
1.9 0.5 0.484956
1.9 0.6 0.559971
1.9 0.7 0.622484
1.9 0.8 0.670938
1.9 0.9 0.704081
1.9 1 0.720935
1.9 1.1 0.720777
1.9 1.2 0.703143
1.9 1.3 0.66786
1.9 1.4 0.615101
1.9 1.5 0.545457
1.9 1.6 0.459999
1.9 1.7 0.360329
1.9 1.8 0.248595
1.9 1.9 0.127456
1.9 2 0

2 0 0
2 0.1 0
2 0.2 0
2 0.3 0
2 0.4 0
2 0.5 0
2 0.6 0
2 0.7 0
2 0.8 0
2 0.9 0
2 1 0
2 1.1 0
2 1.2 0
2 1.3 0
2 1.4 0
2 1.5 0
2 1.6 0
2 1.7 0
2 1.8 0
2 1.9 0
2 2 0

e
splot '-' w pm3d 
0 0 100
0 0.1 100
0 0.2 100
0 0.3 100
0 0.4 100
0 0.5 100
0 0.6 100
0 0.7 100
0 0.8 100
0 0.9 100
0 1 100
0 1.1 100
0 1.2 100
0 1.3 100
0 1.4 100
0 1.5 100
0 1.6 100
0 1.7 100
0 1.8 100
0 1.9 100
0 2 100

0.1 0 0
0.1 0.1 49.4196
0.1 0.2 68.6167
0.1 0.3 77.3583
0.1 0.4 81.9079
0.1 0.5 84.5184
0.1 0.6 86.1116
0.1 0.7 87.1107
0.1 0.8 87.7275
0.1 0.9 88.0717
0.1 1 88.1962
0.1 1.1 88.116
0.1 1.2 87.813
0.1 1.3 87.2313
0.1 1.4 86.2584
0.1 1.5 84.6801
0.1 1.6 82.0706
0.1 1.7 77.5064
0.1 1.8 68.7332
0.1 1.9 49.4867
0.1 2 0

0.2 0 0
0.2 0.1 29.0994
0.2 0.2 47.7529
0.2 0.3 58.9963
0.2 0.4 65.8636
0.2 0.5 70.1804
0.2 0.6 72.9577
0.2 0.7 74.7548
0.2 0.8 75.8853
0.2 0.9 76.5233
0.2 1 76.756
0.2 1.1 76.6082
0.2 1.2 76.0493
0.2 1.3 74.9862
0.2 1.4 73.2395
0.2 1.5 70.4906
0.2 1.6 66.1756
0.2 1.7 59.2803
0.2 1.8 47.9761
0.2 1.9 29.2281
0.2 2 0

0.3 0 0
0.3 0.1 19.288
0.3 0.2 34.4027
0.3 0.3 45.1515
0.3 0.4 52.5434
0.3 0.5 57.5834
0.3 0.6 61.0077
0.3 0.7 63.3052
0.3 0.8 64.7853
0.3 0.9 65.6336
0.3 1 65.9472
0.3 1.1 65.7538
0.3 1.2 65.0175
0.3 1.3 63.6328
0.3 1.4 61.4065
0.3 1.5 58.0222
0.3 1.6 52.9849
0.3 1.7 45.5531
0.3 1.8 34.7184
0.3 1.9 19.4699
0.3 2 0

0.4 0 0
0.4 0.1 13.7333
0.4 0.2 25.5553
0.4 0.3 34.8487
0.4 0.4 41.803
0.4 0.5 46.8655
0.4 0.6 50.4768
0.4 0.7 52.9864
0.4 0.8 54.6435
0.4 0.9 55.6095
0.4 1 55.9728
0.4 1.1 55.7583
0.4 1.2 54.9308
0.4 1.3 53.3919
0.4 1.4 50.9704
0.4 1.5 47.4086
0.4 1.6 42.3492
0.4 1.7 35.3454
0.4 1.8 25.9457
0.4 1.9 13.9581
0.4 2 0

0.5 0 0
0.5 0.1 10.1893
0.5 0.2 19.3985
0.5 0.3 27.1038
0.5 0.4 33.2233
0.5 0.5 37.9102
0.5 0.6 41.3926
0.5 0.7 43.8898
0.5 0.8 45.5775
0.5 0.9 46.5784
0.5 1 46.9624
0.5 1.1 46.7485
0.5 1.2 45.9058
0.5 1.3 44.353
0.5 1.4 41.9564
0.5 1.5 38.5303
0.5 1.6 33.8468
0.5 1.7 27.6707
0.5 1.8 19.844
0.5 1.9 10.4458
0.5 2 0

0.6 0 0
0.6 0.1 7.73563
0.6 0.2 14.9246
0.6 0.3 21.1861
0.6 0.4 26.373
0.6 0.5 30.5026
0.6 0.6 33.6743
0.6 0.7 36.0106
0.6 0.8 37.6229
0.6 0.9 38.5951
0.6 1 38.9762
0.6 1.1 38.7787
0.6 1.2 37.9774
0.6 1.3 36.5107
0.6 1.4 34.2829
0.6 1.5 31.1718
0.6 1.6 27.0457
0.6 1.7 21.7976
0.6 1.8 15.405
0.6 1.9 8.01208
0.6 2 0

0.7 0 0
0.7 0.1 5.9445
0.7 0.2 11.5662
0.7 0.3 16.5962
0.7 0.4 20.8911
0.7 0.5 24.4131
0.7 0.6 27.191
0.7 0.7 29.2837
0.7 0.8 30.7547
0.7 0.9 31.6554
0.7 1 32.0168
0.7 1.1 31.8452
0.7 1.2 31.1211
0.7 1.3 29.8006
0.7 1.4 27.8199
0.7 1.5 25.1047
0.7 1.6 21.5861
0.7 1.7 17.2278
0.7 1.8 12.0622
0.7 1.9 6.22983
0.7 2 0

0.8 0 0
0.8 0.1 4.59316
0.8 0.2 8.98889
0.8 0.3 12.9968
0.8 0.4 16.4959
0.8 0.5 19.4311
0.8 0.6 21.7957
0.8 0.7 23.6108
0.8 0.8 24.907
0.8 0.9 25.7122
0.8 1 26.0433
0.8 1.1 25.9017
0.8 1.2 25.2726
0.8 1.3 24.1264
0.8 1.4 22.4229
0.8 1.5 20.1205
0.8 1.6 17.1886
0.8 1.7 13.6262
0.8 1.8 9.48299
0.8 1.9 4.87734
0.8 2 0

0.9 0 0
0.9 0.1 3.55338
0.9 0.2 6.98376
0.9 0.3 10.1549
0.9 0.4 12.9701
0.9 0.5 15.3736
0.9 0.6 17.3432
0.9 0.7 18.8787
0.9 0.8 19.9904
0.9 0.9 20.6903
0.9 1 20.9852
0.9 1.1 20.8735
0.9 1.2 20.344
0.9 1.3 19.3773
0.9 1.4 17.9498
0.9 1.5 16.0403
0.9 1.6 13.6398
0.9 1.7 10.7632
0.9 1.8 7.46113
0.9 1.9 3.82784
0.9 2 0

1 0 0
1 0.1 2.74459
1 0.2 5.41218
1 0.3 7.90426
1 0.4 10.1453
1 0.5 12.0853
1 0.6 13.6972
1 0.7 14.9702
1 0.8 15.9031
1 0.9 16.4976
1 1 16.7545
1 1.1 16.6701
1 1.2 16.2359
1 1.3 15.4395
1 1.4 14.268
1 1.5 12.7125
1 1.6 10.7751
1 1.7 8.47618
1 1.8 5.86088
1 1.9 3.00248
1 2 0

1.1 0 0
1.1 0.1 2.11219
1.1 0.2 4.17653
1.1 0.3 6.12112
1.1 0.4 7.88772
1.1 0.5 9.43426
1.1 0.6 10.7338
1.1 0.7 11.7714
1.1 0.8 12.5397
1.1 0.9 13.035
1.1 1 13.2545
1.1 1.1 13.1933
1.1 1.2 12.845
1.1 1.3 12.2019
1.1 1.4 11.2573
1.1 1.5 10.0094
1.1 1.6 8.46521
1.1 1.7 6.64537
1.1 1.8 4.58771
1.1 1.9 2.34844
1.1 2 0

1.2 0 0
1.2 0.1 1.61687
1.2 0.2 3.20455
1.2 0.3 4.71027
1.2 0.4 6.08953
1.2 0.5 7.30802
1.2 0.6 8.34156
1.2 0.7 9.1744
1.2 0.8 9.7968
1.2 0.9 10.2025
1.2 1 10.3866
1.2 1.1 10.3442
1.2 1.2 10.0702
1.2 1.3 9.55983
1.2 1.4 8.81018
1.2 1.5 7.82276
1.2 1.6 6.60624
1.2 1.7 5.17924
1.2 1.8 3.57225
1.2 1.9 1.82807
1.2 2 0

1.3 0 0
1.3 0.1 1.22889
1.3 0.2 2.44052
1.3 0.3 3.59609
1.3 0.4 4.66184
1.3 0.5 5.61049
1.3 0.6 6.42148
1.3 0.7 7.08017
1.3 0.8 7.57646
1.3 0.9 7.9032
1.3 1 8.05494
1.3 1.1 8.02699
1.3 1.2 7.81529
1.3 1.3 7.41682
1.3 1.4 6.83072
1.3 1.5 6.05992
1.3 1.6 5.11289
1.3 1.7 4.00535
1.3 1.8 2.76132
1.3 1.9 1.41309
1.3 2 0

1.4 0 0
1.4 0.1 0.924922
1.4 0.2 1.8401
1.4 0.3 2.7171
1.4 0.4 3.53053
1.4 0.5 4.25914
1.4 0.6 4.88614
1.4 0.7 5.39884
1.4 0.8 5.7879
1.4 0.9 6.04642
1.4 1 6.16909
1.4 1.1 6.1517
1.4 1.2 5.99101
1.4 1.3 5.68509
1.4 1.4 5.23407
1.4 1.5 4.64117
1.4 1.6 3.91386
1.4 1.7 3.06483
1.4 1.8 2.11259
1.4 1.9 1.08134
1.4 2 0

1.5 0 0
1.5 0.1 0.686151
1.5 0.2 1.36718
1.5 0.3 2.02241
1.5 0.4 2.63301
1.5 0.5 3.18279
1.5 0.6 3.65851
1.5 0.7 4.04974
1.5 0.8 4.34848
1.5 0.9 4.5486
1.5 1 4.64542
1.5 1.1 4.63534
1.5 1.2 4.5158
1.5 1.3 4.28555
1.5 1.4 3.94509
1.5 1.5 3.4974
1.5 1.6 2.94862
1.5 1.7 2.30864
1.5 1.8 1.59142
1.5 1.9 0.814833
1.5 2 0

1.6 0 0
1.6 0.1 0.497074
1.6 0.2 0.991725
1.6 0.3 1.4692
1.6 0.4 1.91587
1.6 0.5 2.31975
1.6 0.6 2.67079
1.6 0.7 2.96085
1.6 0.8 3.18348
1.6 0.9 3.33367
1.6 1 3.40755
1.6 1.1 3.40219
1.6 1.2 3.31566
1.6 1.3 3.14711
1.6 1.4 2.89713
1.6 1.5 2.56818
1.6 1.6 2.16504
1.6 1.7 1.69514
1.6 1.8 1.16868
1.6 1.9 0.598595
1.6 2 0

1.7 0 0
1.7 0.1 0.344631
1.7 0.2 0.68829
1.7 0.3 1.02087
1.7 0.4 1.33292
1.7 0.5 1.616
1.7 0.6 1.8629
1.7 0.7 2.06766
1.7 0.8 2.22546
1.7 0.9 2.3325
1.7 1 2.38584
1.7 1.1 2.38329
1.7 1.2 2.32343
1.7 1.3 2.20569
1.7 1.4 2.03062
1.7 1.5 1.80006
1.7 1.6 1.5175
1.7 1.7 1.18821
1.7 1.8 0.819326
1.7 1.9 0.419787
1.7 2 0

1.8 0 0
1.8 0.1 0.217545
1.8 0.2 0.434791
1.8 0.3 0.645411
1.8 0.4 0.843439
1.8 0.5 1.0235
1.8 0.6 1.18093
1.8 0.7 1.31182
1.8 0.8 1.41298
1.8 0.9 1.48186
1.8 1 1.51649
1.8 1.1 1.5154
1.8 1.2 1.47767
1.8 1.3 1.40296
1.8 1.4 1.29166
1.8 1.5 1.14501
1.8 1.6 0.965273
1.8 1.7 0.755839
1.8 1.8 0.521247
1.8 1.9 0.267123
1.8 2 0

1.9 0 0
1.9 0.1 0.10577
1.9 0.2 0.211474
1.9 0.3 0.314054
1.9 0.4 0.410612
