0	0.000749	0.000478	20074	41.9958
1	0.001213	0.000943	40180	64.4725
2	0.001542	0.001272	60214	71.4
3	0.001849	0.001578	80204	75.3736
4	0.002144	0.001873	100197	75.8631
5	0.002434	0.002163	120175	76.1145
6	0.002723	0.002452	140127	76.3448
7	0.003012	0.002741	160130	76.4828
8	0.003354	0.003084	180115	63.1139
9	0.003629	0.003358	200117	82.8672
10	0.003896	0.003625	220052	82.5477
11	0.004163	0.003892	239992	82.2479
12	0.004428	0.004157	259950	82.6432
13	0.004695	0.004423	279967	82.9087
14	0.00496	0.004689	299929	82.7012
15	0.005227	0.004955	319933	82.8755
16	0.005492	0.005221	339883	82.61
17	0.005842	0.005571	359851	61.3292
18	0.0062	0.00593	379819	59.6766
19	0.006611	0.00634	399511	53.9835
20	0.006891	0.00662	419524	82.5289
21	0.007159	0.006887	439438	82.4606
22	0.007452	0.007181	459477	74.6381
23	0.007816	0.007545	479242	59.4247
24	0.008225	0.007954	498933	54.279
25	0.008644	0.008373	518592	53.4823
26	0.009069	0.008799	538259	52.1968
27	0.0095	0.009229	557925	55.1376
28	0.009807	0.009536	577837	75.5741
29	0.010079	0.009808	597844	82.5207
30	0.010346	0.010074	617803	83.0125
31	0.010612	0.010341	637708	82.4647
32	0.010879	0.010607	657649	82.5726
33	0.011145	0.010873	677551	82.7542
34	0.011444	0.011172	697537	72.792
35	0.011717	0.011446	717497	82.6515
36	0.012006	0.011734	737448	75.7224
37	0.012336	0.012064	757359	68.5172
38	0.012611	0.01234	777341	82.4008
39	0.012878	0.012607	797295	82.3264
40	0.013145	0.012873	817292	82.805
41	0.013412	0.01314	837280	82.7884
42	0.013678	0.013406	857226	82.9375
43	0.013945	0.013673	877216	82.7967
44	0.014217	0.013945	897217	80.8097
45	0.014588	0.014317	917143	57.5145
46	0.014982	0.014711	937137	54.0867
47	0.01536	0.015089	957001	56.17
48	0.015756	0.015484	976715	56.8555
49	0.016054	0.015782	996745	81.2561
50	0.01631	0.016038	1016728	88.2832
51	0.016562	0.01629	1036729	88.3186
52	0.016812	0.016541	1056707	88.2168
53	0.017063	0.016791	1076729	88.8267
54	0.017311	0.017039	1096736	89.1339
55	0.01759	0.017319	1116768	78.4157
56	0.017886	0.017614	1136734	87.793
57	0.018137	0.017865	1156749	89.1696
58	0.018386	0.018114	1176744	88.6844
59	0.018633	0.018361	1196721	89
60	0.018881	0.018608	1216655	88.9196
61	0.019128	0.018856	1236645	89.058
62	0.019428	0.019156	1256635	72.3152
63	0.019684	0.019412	1276669	88.88
64	0.019932	0.01966	1296655	89.0402
65	0.020179	0.019907	1316676	89.2411
66	0.020426	0.020154	1336726	89.3705
67	0.020673	0.020401	1356677	88.5111
68	0.02092	0.020648	1376661	89.1205
69	0.021167	0.020895	1396649	89.0938
70	0.021415	0.021142	1416633	89.0536
71	0.021662	0.02139	1436673	89.3036
72	0.021909	0.021637	1456618	88.8795
73	0.022157	0.021884	1476625	89.1339
74	0.022404	0.022131	1496601	89.0179
75	0.022651	0.022379	1516592	89.0848
76	0.022902	0.022629	1536571	87.8546
77	0.02316	0.022888	1556568	84.9192
78	0.023431	0.023159	1576535	80.3669
79	0.023684	0.023411	1596499	89.3587
80	0.024007	0.023735	1616290	65.8333
81	0.024385	0.024113	1635982	58.4851
82	0.02477	0.024498	1655662	58.1183
83	0.025167	0.024895	1675374	57.0319
84	0.025558	0.025285	1695109	57.2645
85	0.025947	0.025675	1714843	57.2471
86	0.026346	0.026074	1734937	56.5014
87	0.026734	0.026462	1754638	57.5292
88	0.027132	0.026859	1774407	56.6897
89	0.027574	0.027302	1794088	49.3467
90	0.027904	0.027631	1813930	72.7978
91	0.028149	0.027876	1833929	94.1415
92	0.028387	0.028114	1853868	93.0514
93	0.028628	0.028355	1873878	92.9256
94	0.028887	0.028614	1893807	85.7241
95	0.029135	0.028862	1913771	93.1215
96	0.029378	0.029106	1933732	91.422
97	0.029644	0.029371	1953708	87.8634
98	0.029933	0.02966	1973606	83.4328
99	0.030171	0.029898	1993596	94.9952
